Vernier Format 2
wan.txt 8/29/2025 15:39:43
Run 1
Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration	
56.06	0.179	-0.075	0.843	0.271	0.061	-1.823	
56.08	0.178	-0.059	1.287	0.273	0.011	-0.696	
56.10	0.176	-0.013	1.182	0.270	0.010	1.162	
56.12	0.178	0.009	0.201	0.271	0.119	0.308	
56.14	0.178	-0.015	-0.360	0.279	0.078	-2.744	
56.16	0.177	-0.023	-0.126	0.277	-0.086	-1.767	
56.18	0.176	-0.020	0.205	0.270	-0.044	1.383	
56.20	0.176	-0.010	0.348	0.274	0.044	1.419	
56.22	0.176	-0.002	0.303	0.274	0.064	-0.800	
56.24	0.176	0.001	0.270	0.279	-0.010	-2.117	
56.26	0.176	0.006	0.302	0.274	-0.098	-0.101	
56.28	0.176	0.015	0.206	0.271	-0.018	2.181	
56.30	0.177	0.019	-0.050	0.273	0.071	0.954	
56.32	0.177	0.016	-0.322	0.277	0.024	-0.727	
56.34	0.178	-0.007	0.022	0.273	0.018	-1.538	
56.36	0.176	0.002	0.986	0.279	-0.044	-1.917	
56.38	0.177	0.047	1.294	0.270	-0.071	-1.487	
56.40	0.179	0.067	0.988	0.276	-0.092	-1.393	
56.42	0.180	0.083	0.755	0.268	-0.156	-0.193	
56.44	0.182	0.096	0.544	0.267	-0.094	0.633	
56.46	0.184	0.105	0.346	0.265	-0.076	-0.618	
56.48	0.186	0.109	0.210	0.266	-0.145	-0.793	
56.50	0.188	0.110	0.245	0.258	-0.170	1.376	
56.52	0.191	0.116	0.420	0.255	-0.038	1.435	
56.54	0.193	0.130	0.461	0.260	-0.056	-0.814	
56.56	0.196	0.139	0.304	0.255	-0.131	-0.724	
56.58	0.199	0.141	0.151	0.252	-0.106	0.209	
56.60	0.202	0.143	0.069	0.250	-0.082	-0.387	
56.62	0.204	0.141	0.124	0.250	-0.105	-1.660	
56.64	0.207	0.147	0.244	0.247	-0.179	-1.614	
56.66	0.210	0.155	0.203	0.242	-0.200	-0.217	
56.68	0.213	0.156	0.106	0.238	-0.168	0.474	
56.70	0.216	0.159	0.004	0.236	-0.157	0.190	
56.72	0.220	0.156	-0.061	0.233	-0.185	0.650	
56.74	0.223	0.154	0.016	0.226	-0.139	1.331	
56.76	0.226	0.158	0.024	0.227	-0.079	-0.080	
56.78	0.229	0.155	-0.011	0.227	-0.163	-0.675	
56.80	0.232	0.159	-0.183	0.218	-0.143	0.167	
56.82	0.235	0.156	-0.625	0.221	-0.121	-0.363	
56.84	0.239	0.132	-0.814	0.214	-0.148	-1.003	
56.86	0.241	0.090	0.375	0.216	-0.191	-0.427	
56.88	0.240	0.147	1.447	0.206	-0.212	2.067	
56.90	0.247	0.200	0.256	0.203	-0.042	1.797	
56.92	0.250	0.157	-1.063	0.210	-0.103	-0.390	
56.94	0.253	0.129	-1.152	0.197	-0.109	-0.633	
56.96	0.255	0.108	-0.841	0.204	-0.088	-2.153	
56.98	0.258	0.080	0.183	0.198	-0.248	-1.106	
57.00	0.257	0.119	0.934	0.189	-0.186	2.125	
57.02	0.263	0.156	0.000	0.190	-0.090	2.313	
57.04	0.265	0.115	-0.844	0.188	-0.075	1.492	
57.06	0.267	0.097	-0.680	0.186	-0.042	0.847	
57.08	0.268	0.089	-0.448	0.187	-0.034	0.018	
57.10	0.270	0.084	-0.373	0.186	-0.055	-0.105	
57.12	0.272	0.076	-0.451	0.184	-0.055	0.464	
57.14	0.273	0.066	-0.542	0.183	-0.025	0.570	
57.16	0.275	0.053	-0.537	0.184	-0.014	-0.066	
57.18	0.275	0.042	-0.405	0.183	-0.036	-0.375	
57.20	0.276	0.038	-0.333	0.182	-0.042	-0.102	
57.22	0.277	0.032	-0.410	0.181	-0.039	0.193	
57.24	0.277	0.023	-0.539	0.180	-0.032	0.400	
57.26	0.278	0.008	-0.536	0.180	-0.021	0.486	
57.28	0.278	-0.002	-0.404	0.179	-0.010	0.438	
57.30	0.278	-0.006	-0.351	0.179	-0.002	0.329	
57.32	0.277	-0.014	-0.393	0.179	0.001	0.301	
57.34	0.277	-0.023	-0.429	0.179	0.007	0.401	
57.36	0.276	-0.029	-0.586	0.179	0.017	0.500	
57.38	0.276	-0.044	-0.803	0.180	0.029	0.494	
57.40	0.275	-0.064	-0.798	0.181	0.038	0.415	
57.42	0.274	-0.094	-0.058	0.181	0.047	0.274	
57.44	0.270	-0.065	0.587	0.183	0.048	0.154	
57.46	0.271	-0.038	-0.138	0.183	0.054	0.023	
57.48	0.270	-0.074	-0.790	0.185	0.055	-0.278	
57.50	0.268	-0.089	-0.664	0.186	0.030	-0.023	
57.52	0.266	-0.096	-0.647	0.185	0.042	0.706	
57.54	0.264	-0.113	-0.615	0.187	0.078	0.659	
57.56	0.261	-0.122	-0.501	0.189	0.079	0.071	
57.58	0.260	-0.144	0.007	0.191	0.061	0.206	
57.60	0.254	-0.119	0.402	0.190	0.099	0.043	
57.62	0.255	-0.097	-0.404	0.197	0.056	0.218	
57.64	0.253	-0.161	-0.199	0.191	0.072	1.700	
57.66	0.246	-0.127	0.816	0.197	0.174	1.111	
57.68	0.247	-0.085	0.065	0.202	0.141	-0.490	
57.70	0.245	-0.124	-0.754	0.203	0.104	-0.094	
57.72	0.242	-0.138	-0.733	0.204	0.140	0.279	
57.74	0.239	-0.149	-0.701	0.210	0.131	0.151	
57.76	0.236	-0.162	-0.621	0.209	0.142	0.285	
57.78	0.233	-0.198	0.396	0.216	0.122	1.236	
57.80	0.226	-0.149	1.408	0.212	0.178	2.561	
57.82	0.227	-0.097	0.511	0.222	0.281	1.320	
57.84	0.224	-0.129	-0.451	0.226	0.251	-0.916	
57.86	0.221	-0.139	-0.503	0.232	0.215	-1.868	
57.88	0.218	-0.146	-0.496	0.235	0.158	-1.731	
57.90	0.216	-0.154	-0.485	0.238	0.120	-0.290	
57.92	0.213	-0.186	0.308	0.238	0.158	0.601	
57.94	0.206	-0.148	1.271	0.245	0.165	0.431	
57.96	0.207	-0.098	0.657	0.244	0.193	-0.623	
57.98	0.204	-0.120	-0.119	0.255	0.144	-1.891	
58.00	0.201	-0.123	-0.107	0.250	0.083	-1.558	
58.02	0.199	-0.126	0.092	0.257	0.085	-1.044	
58.04	0.196	-0.120	0.367	0.255	0.024	0.314	
58.06	0.194	-0.105	0.352	0.255	0.080	2.234	
58.08	0.192	-0.103	0.200	0.258	0.160	2.025	
58.10	0.190	-0.100	0.152	0.263	0.182	0.678	
58.12	0.188	-0.099	0.238	0.265	0.180	-0.666	
58.14	0.186	-0.092	0.408	0.270	0.157	-1.976	
58.16	0.185	-0.080	0.447	0.272	0.097	-2.788	
58.18	0.183	-0.072	0.398	0.275	0.014	-1.970	
58.20	0.182	-0.065	0.350	0.272	-0.010	0.178	
58.22	0.180	-0.058	0.293	0.273	0.028	1.918	
58.24	0.179	-0.054	0.317	0.272	0.111	1.567	
58.26	0.178	-0.048	0.456	0.279	0.115	0.003	
58.28	0.177	-0.035	0.545	0.277	0.081	-0.391	
58.30	0.177	-0.023	0.492	0.281	0.091	-0.436	
58.32	0.176	-0.014	0.378	0.281	0.079	-1.141	
58.34	0.176	-0.009	0.304	0.285	0.060	-2.443	
58.36	0.176	-0.004	0.320	0.285	-0.017	-3.540	
58.38	0.176	0.002	0.413	0.285	-0.134	-2.141	
58.40	0.176	0.013	0.482	0.277	-0.143	0.977	
58.42	0.177	0.024	0.440	0.277	-0.046	1.926	
58.44	0.177	0.032	0.349	0.277	-0.010	0.383	
58.46	0.178	0.036	0.349	0.278	-0.047	-0.648	
58.48	0.179	0.043	0.473	0.275	-0.085	0.244	
58.50	0.180	0.057	0.494	0.273	-0.023	0.538	
58.52	0.181	0.066	0.358	0.275	-0.011	-1.298	
58.54	0.182	0.071	0.246	0.274	-0.090	-2.402	
58.56	0.184	0.072	0.299	0.271	-0.160	-1.191	
58.58	0.185	0.081	0.458	0.266	-0.153	0.759	
58.60	0.187	0.095	0.445	0.264	-0.080	0.677	
58.62	0.189	0.101	0.279	0.265	-0.105	-0.481	
58.64	0.191	0.105	0.141	0.260	-0.140	-0.073	
58.66	0.193	0.105	0.130	0.258	-0.097	0.028	
58.68	0.195	0.107	0.282	0.258	-0.133	-0.119	
58.70	0.197	0.117	0.386	0.251	-0.111	-0.098	
58.72	0.200	0.124	0.410	0.253	-0.104	-1.372	
58.74	0.202	0.135	0.340	0.249	-0.173	-2.091	
58.76	0.205	0.142	0.089	0.246	-0.240	-0.645	
58.78	0.208	0.135	0.019	0.237	-0.204	1.076	
58.80	0.211	0.137	0.180	0.238	-0.139	0.394	
58.82	0.214	0.146	0.184	0.234	-0.198	-0.030	
58.84	0.217	0.148	0.030	0.228	-0.168	0.508	
58.86	0.220	0.146	-0.069	0.228	-0.162	0.430	
58.88	0.222	0.142	-0.032	0.221	-0.126	-0.395	
58.90	0.225	0.142	0.112	0.225	-0.199	-0.469	
58.92	0.228	0.149	0.148	0.211	-0.199	1.565	
58.94	0.231	0.154	-0.142	0.214	-0.056	0.269	
58.96	0.234	0.146	-0.513	0.215	-0.174	-1.580	
58.98	0.237	0.132	-0.772	0.204	-0.180	-0.842	
59.00	0.240	0.096	-0.200	0.208	-0.209	0.157	
59.02	0.240	0.123	0.507	0.195	-0.184	1.716	
59.04	0.246	0.131	0.537	0.199	-0.105	1.564	
59.06	0.245	0.138	0.663	0.193	-0.117	1.106	
59.08	0.250	0.176	-0.034	0.193	-0.070	0.954	
59.10	0.254	0.141	-0.862	0.191	-0.077	0.704	
59.12	0.256	0.115	-0.549	0.189	-0.041	0.431	
59.14	0.257	0.118	-0.136	0.190	-0.040	-0.591	
59.16	0.261	0.123	-0.242	0.189	-0.086	-0.634	
59.18	0.263	0.111	-0.494	0.186	-0.093	0.487	
59.20	0.265	0.097	-0.499	0.184	-0.045	0.810	
59.22	0.267	0.087	-0.307	0.185	-0.046	0.435	
59.24	0.268	0.087	-0.210	0.182	-0.040	0.412	
59.26	0.270	0.083	-0.333	0.183	-0.020	0.018	
59.28	0.272	0.074	-0.468	0.182	-0.041	-0.237	
59.30	0.273	0.064	-0.569	0.181	-0.042	0.060	
59.32	0.274	0.048	-0.509	0.180	-0.037	0.348	
59.34	0.275	0.040	-0.285	0.180	-0.025	0.515	
59.36	0.276	0.041	-0.279	0.179	-0.014	0.502	
59.38	0.277	0.033	-0.451	0.179	-0.003	0.379	
59.40	0.277	0.021	-0.541	0.179	0.001	0.294	
59.42	0.277	0.008	-0.502	0.179	0.006	0.339	
59.44	0.277	0.001	-0.494	0.179	0.014	0.427	
59.46	0.277	-0.007	-0.652	0.180	0.023	0.498	
59.48	0.277	-0.024	-0.777	0.180	0.036	0.453	
59.50	0.277	-0.056	-0.178	0.181	0.043	0.334	
59.52	0.274	-0.032	0.419	0.182	0.049	0.211	
59.54	0.276	-0.011	-0.192	0.183	0.050	0.057	
59.56	0.275	-0.043	-0.727	0.184	0.054	-0.241	
59.58	0.274	-0.056	-0.615	0.186	0.050	-0.815	
59.60	0.272	-0.065	-0.500	0.187	0.010	-0.745	
59.62	0.271	-0.072	-0.486	0.186	-0.009	0.648	
59.64	0.269	-0.086	-0.447	0.185	0.037	1.907	
59.66	0.267	-0.093	-0.317	0.187	0.096	1.691	
59.68	0.266	-0.096	-0.295	0.189	0.137	0.001	
59.70	0.264	-0.103	-0.345	0.194	0.092	-1.321	
59.72	0.262	-0.110	-0.406	0.193	0.025	0.059	
59.74	0.259	-0.121	-0.364	0.193	0.072	2.319	
59.76	0.257	-0.127	-0.212	0.195	0.172	2.113	
59.78	0.254	-0.128	-0.125	0.201	0.213	-0.520	
59.80	0.251	-0.129	-0.161	0.207	0.114	-1.614	
59.82	0.249	-0.132	-0.307	0.204	0.073	0.454	
59.84	0.246	-0.142	-0.397	0.206	0.170	1.135	
59.86	0.243	-0.153	-0.250	0.213	0.178	-0.546	
59.88	0.240	-0.155	0.003	0.216	0.104	-0.631	
59.90	0.237	-0.149	0.050	0.215	0.114	0.793	
59.92	0.234	-0.148	-0.122	0.219	0.185	0.364	
59.94	0.231	-0.153	-0.319	0.225	0.148	-0.897	
59.96	0.228	-0.164	-0.363	0.225	0.106	-0.496	
59.98	0.224	-0.171	-0.255	0.228	0.125	0.089	
60.00	0.221	-0.172	-0.149	0.230	0.131	0.300	
Vernier Format 2
wan.txt 8/29/2025 15:39:48
Run 2
Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration	
T	P	V	A	P	V	A	
s	m	m/s	m/s^2	m	m/s	m/s^2	

0.00	0.227	-0.013	0.236	0.226	0.165	-3.466	
0.02	0.227	-0.008	0.218	0.230	0.095	-3.385	
0.04	0.227	-0.004	0.183	0.230	0.021	-2.988	
0.06	0.226	0.000	0.124	0.230	-0.027	-2.399	
0.08	0.227	0.003	-0.024	0.230	-0.089	-1.030	
0.10	0.227	-0.002	-0.095	0.226	-0.079	0.703	
0.12	0.226	-0.005	0.021	0.226	-0.047	1.689	
0.14	0.226	-0.001	0.101	0.223	0.031	0.938	
0.16	0.226	0.003	0.026	0.231	-0.021	0.495	
0.18	0.227	0.002	-0.122	0.220	-0.006	2.132	
0.20	0.227	-0.003	-0.208	0.227	0.135	0.758	
0.22	0.227	-0.012	-0.029	0.230	0.069	-2.394	
0.24	0.226	-0.006	0.231	0.231	-0.033	-2.500	
0.26	0.226	0.005	0.164	0.227	-0.071	-0.687	
0.28	0.226	0.002	0.004	0.227	-0.043	0.736	
0.30	0.226	0.001	-0.030	0.226	-0.013	0.811	
0.32	0.226	0.001	-0.074	0.227	-0.017	0.795	
0.34	0.226	-0.002	-0.072	0.224	0.038	0.033	
0.36	0.226	-0.003	0.002	0.231	-0.008	-0.831	
0.38	0.226	-0.001	0.046	0.224	-0.066	1.144	
0.40	0.226	-0.001	0.084	0.224	0.058	2.147	
0.42	0.226	0.003	0.063	0.228	0.103	-0.217	
0.44	0.226	0.004	-0.078	0.231	0.020	-1.479	
0.46	0.226	-0.002	-0.130	0.228	-0.024	-0.027	
0.48	0.226	-0.005	-0.015	0.227	0.044	0.576	
0.50	0.226	-0.002	0.066	0.231	0.053	-0.933	
0.52	0.226	-0.000	0.051	0.232	-0.022	-1.385	
0.54	0.226	0.000	0.012	0.229	-0.048	-0.007	
0.56	0.226	0.001	-0.063	0.227	0.011	0.267	
0.58	0.226	-0.003	-0.079	0.232	-0.013	-0.425	
0.60	0.226	-0.005	0.034	0.227	-0.060	0.869	
0.62	0.226	-0.001	0.097	0.225	0.045	1.187	
0.64	0.226	0.002	0.012	0.232	0.036	-0.461	
0.66	0.226	0.001	-0.116	0.228	-0.027	-0.070	
0.68	0.226	-0.006	-0.095	0.228	0.038	0.194	
0.70	0.226	-0.007	0.112	0.232	0.010	-0.555	
0.72	0.226	0.001	0.203	0.228	-0.020	0.033	
0.74	0.226	0.006	0.073	0.229	0.028	-0.102	
0.76	0.226	0.004	-0.076	0.231	-0.004	-0.981	
0.78	0.226	0.002	-0.170	0.229	-0.041	-0.641	
0.80	0.226	-0.005	-0.118	0.229	-0.032	-0.106	
0.82	0.226	-0.006	0.058	0.228	-0.045	0.517	
0.84	0.226	-0.001	0.145	0.226	-0.007	0.960	
0.86	0.226	0.003	0.093	0.229	-0.001	1.015	
0.88	0.226	0.004	-0.014	0.225	0.020	1.493	
0.90	0.226	0.002	-0.104	0.228	0.098	0.343	
0.92	0.226	-0.003	-0.087	0.233	0.032	-0.769	
0.94	0.226	-0.004	0.060	0.228	0.024	-0.163	
0.96	0.226	0.002	0.123	0.232	0.054	-0.727	
0.98	0.226	0.004	0.044	0.232	0.009	-1.707	
1.00	0.226	0.004	-0.056	0.233	-0.029	-1.886	
1.02	0.226	0.001	-0.143	0.232	-0.105	-0.307	
1.04	0.226	-0.005	-0.089	0.226	-0.061	2.048	
1.06	0.226	-0.005	0.090	0.228	0.030	1.948	
1.08	0.226	0.001	0.145	0.229	0.057	0.050	
1.10	0.226	0.004	0.065	0.232	0.011	-1.037	
1.12	0.226	0.004	-0.026	0.229	-0.034	-0.013	
1.14	0.226	0.002	-0.102	0.228	0.026	0.489	
1.16	0.226	-0.002	-0.080	0.232	0.017	-0.305	
1.18	0.226	-0.003	0.023	0.229	0.000	-0.525	
1.20	0.226	0.000	0.068	0.232	-0.016	-0.163	
1.22	0.226	0.002	0.010	0.229	-0.026	1.010	
1.24	0.226	0.001	-0.087	0.228	0.049	0.962	
1.26	0.226	-0.004	-0.044	0.232	0.054	-0.896	
1.28	0.226	-0.003	0.101	0.232	-0.005	-1.855	
1.30	0.226	0.002	0.133	0.232	-0.068	-0.644	
1.32	0.226	0.005	0.066	0.228	-0.058	1.737	
1.34	0.226	0.006	-0.054	0.227	0.053	1.869	
1.36	0.226	0.002	-0.157	0.232	0.066	-0.238	
1.38	0.226	-0.004	-0.089	0.232	0.007	-0.998	
1.40	0.226	-0.003	0.060	0.231	-0.000	-0.571	
1.42	0.226	0.001	0.081	0.232	0.001	-0.760	
1.44	0.226	0.001	0.036	0.231	-0.018	-1.366	
1.46	0.226	0.003	-0.021	0.231	-0.049	-1.933	
1.48	0.226	0.001	-0.094	0.231	-0.154	0.062	
1.50	0.226	-0.004	-0.021	0.221	-0.068	2.875	
1.52	0.226	-0.002	0.142	0.228	0.037	2.223	
1.54	0.226	0.005	0.146	0.224	0.054	-0.048	
1.56	0.226	0.007	0.015	0.231	0.027	-1.875	
1.58	0.226	0.005	-0.084	0.227	-0.088	-0.639	
1.60	0.226	0.003	-0.126	0.224	-0.038	2.294	
1.62	0.227	-0.002	-0.080	0.224	0.086	1.772	
1.64	0.226	-0.002	0.039	0.231	0.063	-0.271	
1.66	0.226	0.002	0.074	0.227	0.027	-0.610	
1.68	0.226	0.002	0.054	0.230	0.046	-1.049	
1.70	0.226	0.004	0.015	0.230	-0.003	-1.594	
1.72	0.227	0.004	-0.095	0.231	-0.058	-0.383	
1.74	0.227	-0.002	-0.111	0.226	-0.039	1.604	
1.76	0.226	-0.004	0.038	0.227	0.055	1.477	
1.78	0.226	0.002	0.099	0.231	0.054	-0.302	
1.80	0.227	0.003	0.018	0.230	0.015	-1.104	
1.82	0.227	0.002	-0.068	0.230	-0.002	-1.204	
1.84	0.227	-0.002	-0.054	0.231	-0.035	-0.913	
1.86	0.226	-0.002	0.059	0.229	-0.056	0.120	
1.88	0.227	0.002	0.087	0.227	-0.030	1.018	
1.90	0.227	0.004	-0.002	0.227	0.018	0.501	
1.92	0.227	0.003	-0.118	0.230	-0.005	-0.229	
1.94	0.227	-0.001	-0.207	0.227	-0.030	0.517	
1.96	0.227	-0.011	-0.028	0.226	0.029	0.675	
1.98	0.226	-0.005	0.277	0.229	0.041	-0.886	
2.00	0.227	0.008	0.214	0.230	-0.032	-1.304	
2.02	0.227	0.006	0.005	0.227	-0.058	0.253	
2.04	0.227	0.006	-0.119	0.226	-0.010	1.411	
2.06	0.227	0.000	-0.160	0.227	0.043	0.712	
2.08	0.227	-0.004	-0.025	0.230	0.011	0.059	
2.10	0.227	-0.000	0.099	0.226	0.020	0.342	
2.12	0.227	0.003	0.092	0.230	0.050	-0.326	
2.14	0.227	0.004	0.024	0.230	0.010	-1.027	
2.16	0.227	0.004	-0.054	0.230	-0.010	-0.895	
2.18	0.227	0.002	-0.126	0.229	-0.042	0.022	
2.20	0.227	-0.003	-0.110	0.227	-0.007	0.885	
2.22	0.227	-0.005	0.029	0.230	0.013	0.786	
2.24	0.227	-0.001	0.123	0.228	0.026	0.481	
2.26	0.227	0.003	0.074	0.230	0.041	-0.228	
2.28	0.227	0.003	-0.036	0.230	0.010	-0.557	
2.30	0.227	0.001	-0.134	0.230	0.002	-0.144	
2.32	0.227	-0.005	-0.088	0.230	0.011	0.017	
2.34	0.227	-0.005	0.084	0.231	0.013	-0.294	
2.36	0.227	0.001	0.116	0.231	0.001	-0.723	
2.38	0.227	0.003	-0.000	0.231	-0.014	-1.049	
2.40	0.227	0.001	-0.116	0.231	-0.064	-0.262	
2.42	0.227	-0.005	-0.086	0.227	-0.056	1.733	
2.44	0.227	-0.005	0.079	0.227	0.045	1.873	
2.46	0.227	0.001	0.114	0.231	0.072	-0.340	
2.48	0.227	0.003	0.006	0.232	0.013	-1.748	
2.50	0.227	0.000	-0.075	0.231	-0.049	-0.854	
2.52	0.227	-0.001	-0.095	0.228	-0.043	0.962	
2.54	0.227	-0.005	-0.021	0.228	0.037	0.845	
2.56	0.226	-0.003	0.090	0.232	0.035	-1.050	
2.58	0.227	0.001	0.076	0.232	-0.074	-0.279	
2.60	0.227	0.001	0.015	0.224	-0.004	1.596	
2.62	0.227	0.001	-0.015	0.231	0.079	0.008	
2.64	0.227	0.001	-0.076	0.232	-0.015	-1.193	
2.66	0.227	-0.003	-0.090	0.229	-0.038	0.271	
2.68	0.226	-0.005	0.021	0.228	0.030	0.412	
2.70	0.226	-0.001	0.095	0.232	0.010	-0.657	
2.72	0.226	0.000	0.074	0.228	-0.011	-1.040	
2.74	0.226	0.003	-0.008	0.232	-0.061	-0.203	
2.76	0.227	0.001	-0.126	0.224	-0.043	1.634	
2.78	0.227	-0.005	-0.109	0.229	0.068	0.838	
2.80	0.226	-0.006	0.032	0.232	-0.008	-0.183	
2.82	0.226	-0.002	0.093	0.226	0.017	0.432	
2.84	0.226	-0.000	0.054	0.232	0.042	-0.216	
2.86	0.226	0.000	-0.004	0.229	0.013	-0.884	
2.88	0.226	0.000	-0.086	0.232	-0.011	-0.796	
2.90	0.226	-0.005	-0.070	0.229	-0.042	0.317	
2.92	0.226	-0.005	0.070	0.229	0.004	1.282	
2.94	0.226	0.000	0.086	0.229	0.050	0.430	
2.96	0.226	0.000	0.004	0.232	0.026	-0.767	
2.98	0.226	-0.000	-0.054	0.230	-0.000	-1.093	
3.00	0.226	-0.002	-0.093	0.232	-0.026	-0.776	
3.02	0.226	-0.006	-0.033	0.229	-0.056	0.671	
3.04	0.226	-0.005	0.105	0.228	0.004	1.843	
3.06	0.226	0.001	0.108	0.229	0.061	1.017	
3.08	0.226	0.002	-0.028	0.232	0.056	-0.449	
3.10	0.226	-0.001	-0.116	0.232	0.021	-1.009	
3.12	0.226	-0.006	-0.055	0.232	0.003	-0.900	
3.14	0.226	-0.005	0.101	0.232	-0.012	-0.772	
3.16	0.226	0.001	0.134	0.232	-0.022	-0.731	
3.18	0.226	0.003	0.034	0.232	-0.055	-0.133	
3.20	0.226	0.001	-0.035	0.229	-0.044	1.077	
3.22	0.226	0.001	-0.092	0.229	0.024	0.737	
3.24	0.226	-0.003	-0.089	0.232	-0.003	-0.185	
3.26	0.226	-0.005	0.039	0.228	-0.005	-0.189	
3.28	0.226	-0.001	0.127	0.232	-0.009	-0.198	
3.30	0.226	0.003	0.084	0.228	-0.028	0.381	
3.32	0.226	0.004	-0.018	0.229	0.028	0.017	
3.34	0.226	0.002	-0.113	0.231	-0.013	-0.910	
3.36	0.226	-0.003	-0.107	0.228	-0.042	-0.315	
3.38	0.226	-0.005	0.030	0.229	-0.025	0.401	
3.40	0.226	-0.001	0.125	0.228	-0.038	1.496	
3.42	0.226	0.003	0.084	0.225	0.050	1.573	
3.44	0.226	0.004	-0.016	0.231	0.086	-0.946	
3.46	0.226	0.002	-0.102	0.231	0.001	-2.656	
3.48	0.226	-0.003	-0.076	0.231	-0.097	-0.931	
3.50	0.226	-0.004	0.089	0.224	-0.079	2.576	
3.52	0.226	0.003	0.173	0.225	0.086	2.440	
3.54	0.226	0.007	0.076	0.231	0.099	-1.358	
3.56	0.226	0.007	-0.076	0.231	-0.006	-3.535	
3.58	0.226	0.003	-0.173	0.231	-0.123	-1.845	
3.60	0.226	-0.004	-0.086	0.224	-0.118	1.844	
3.62	0.226	-0.003	0.088	0.224	-0.012	3.623	
3.64	0.226	0.002	0.133	0.223	0.102	1.864	
3.66	0.226	0.005	0.077	0.231	0.101	-1.617	
3.68	0.226	0.006	-0.024	0.231	-0.050	-1.559	
3.70	0.226	0.003	-0.105	0.224	-0.005	0.590	
3.72	0.226	-0.001	-0.048	0.230	0.060	-0.468	
3.74	0.226	0.000	0.056	0.231	-0.047	-0.729	
3.76	0.226	0.003	0.065	0.224	-0.009	0.501	
3.78	0.226	0.004	0.010	0.231	0.021	-0.098	
3.80	0.226	0.005	-0.086	0.228	-0.034	0.144	
3.82	0.227	-0.001	-0.086	0.227	0.022	0.508	
3.84	0.226	-0.002	0.049	0.230	0.002	0.281	
3.86	0.226	0.003	0.106	0.226	0.012	0.818	
3.88	0.226	0.005	0.064	0.230	0.062	0.054	
3.90	0.227	0.006	-0.036	0.230	0.027	-1.219	
3.92	0.227	0.003	-0.123	0.230	-0.004	-1.670	
3.94	0.227	-0.002	-0.070	0.231	-0.058	-1.092	
3.96	0.227	-0.002	0.068	0.228	-0.073	0.662	
3.98	0.227	0.003	0.114	0.227	-0.022	1.758	
4.00	0.227	0.006	0.018	0.226	0.045	0.706	
4.02	0.227	0.004	-0.088	0.230	0.037	-1.495	
4.04	0.227	0.000	-0.105	0.230	-0.085	-0.682	
4.06	0.227	-0.002	-0.053	0.223	-0.045	2.402	
4.08	0.227	-0.001	-0.013	0.226	0.091	2.154	
4.10	0.227	-0.000	-0.057	0.230	0.090	-0.355	
4.12	0.227	-0.007	0.049	0.231	0.037	-1.437	
4.14	0.226	0.002	0.132	0.231	0.004	-1.183	
4.16	0.227	0.002	0.041	0.230	-0.003	-0.942	
4.18	0.226	-0.000	0.113	0.231	-0.022	-0.986	
4.20	0.227	0.009	0.071	0.230	-0.069	0.103	
4.22	0.227	0.005	-0.101	0.227	-0.040	1.937	
4.24	0.227	0.003	-0.176	0.227	0.053	1.784	
4.26	0.227	-0.002	-0.192	0.230	0.068	-0.070	
4.28	0.227	-0.009	0.014	0.231	0.027	-1.173	
4.30	0.227	-0.003	0.247	0.231	0.004	-1.495	
4.32	0.227	0.007	0.183	0.231	-0.019	-2.107	
4.34	0.227	0.007	-0.037	0.231	-0.086	-2.148	
4.36	0.227	0.005	-0.284	0.228	-0.144	-0.272	
4.38	0.227	-0.002	-0.576	0.224	-0.126	2.812	
4.40	0.227	-0.015	-0.840	0.221	-0.003	4.293	
4.42	0.227	-0.053	-0.346	0.224	0.118	2.352	
4.44	0.224	-0.050	0.999	0.228	0.123	-1.029	
4.46	0.224	0.018	1.080	0.231	0.004	-1.396	
4.48	0.227	0.006	0.519	0.224	0.024	0.118	
4.50	0.223	0.020	0.556	0.231	0.084	-1.263	
4.52	0.227	0.047	-0.161	0.232	-0.010	-2.984	
4.54	0.227	0.010	-0.629	0.231	-0.115	-1.263	
4.56	0.227	0.004	-0.333	0.225	-0.124	2.923	
4.58	0.227	0.000	-0.136	0.221	0.084	3.421	
4.60	0.227	0.002	-0.095	0.232	0.135	-1.352	
4.62	0.227	-0.000	-0.207	0.232	-0.040	-3.160	
4.64	0.227	-0.010	-0.152	0.227	-0.102	-0.084	
4.66	0.227	-0.012	0.150	0.225	-0.036	2.954	
4.68	0.226	0.000	0.285	0.225	0.092	2.546	
4.70	0.227	0.007	0.072	0.231	0.120	-0.593	
4.72	0.227	0.002	-0.116	0.232	0.039	-2.450	
4.74	0.227	-0.001	-0.158	0.232	-0.037	-1.506	
4.76	0.227	-0.006	-0.088	0.229	-0.048	0.774	
4.78	0.226	-0.006	0.053	0.228	0.035	1.279	
4.80	0.226	-0.002	0.094	0.232	0.046	-0.184	
4.82	0.226	-0.000	0.036	0.231	0.009	-0.971	
4.84	0.226	-0.000	-0.036	0.232	-0.024	-0.482	
4.86	0.226	-0.002	-0.095	0.229	-0.012	0.166	
4.88	0.226	-0.006	-0.060	0.231	0.017	-0.502	
4.90	0.226	-0.006	0.060	0.232	-0.037	-0.905	
4.92	0.226	-0.002	0.095	0.229	-0.060	0.402	
4.94	0.226	-0.000	0.036	0.228	-0.014	1.452	
